t,u,v,speed,direction,u2,v2,pres,ibe
1882,1.7759901,1.2318119,2.956167,2.221547,6.5171585,3.303828,-65.67123,0.6499499
1883,1.8567438,0.6957689,3.2520945,2.324208,7.4465995,3.1164923,-8.6171875,0.08529899
1884,1.6750783,0.31077895,2.8463643,2.4965913,7.2420673,0.9659994,-7.4934897,0.07417798
1885,1.3198842,0.47361255,3.1678972,2.589586,4.055177,2.0346634,-139.88606,1.3844379
1886,1.5421023,0.73434705,2.5158336,1.2248582,5.628219,1.2223625,-181.33855,1.7946836
1887,1.6368507,-0.18629165,2.863554,3.6419413,4.065344,0.3983375,111.96224,-1.1080486
1888,1.0948704,0.49611533,2.198139,1.9670653,3.090189,1.7012373,10.136067,-0.100297846
1889,0.9913426,0.1522529,2.4607458,3.3196652,3.2238848,0.5464305,-12.751953,0.12621991
1890,0.8785626,0.35552835,3.043563,2.064494,1.8728442,1.2623506,34.65495,-0.3429556
1891,1.0546198,0.8840496,2.9892542,2.0735219,3.9890783,3.1406844,58.141926,-0.575401
1892,0.8311131,-0.06396458,2.035679,2.9735146,1.2964791,-0.11541543,-20.167318,0.19960804
1893,1.4774903,0.19005805,2.7966435,2.9221838,5.344841,1.1502774,28.460287,-0.2816485
1894,0.76583856,0.238701,3.05811,2.6552994,2.327321,0.88184255,81.88672,-0.81039804
1895,0.89287657,0.34081778,2.6005647,1.779488,3.236139,1.0846295,-66.31771,0.6563482
1896,1.8001868,-0.011164606,2.9855022,3.0361357,5.068663,-0.27363554,93.72526,-0.92756134
1897,1.3697748,0.9114673,2.5962036,2.8144038,4.1490803,3.1014214,40.33073,-0.39912757
1898,2.089082,0.37484702,3.285777,2.9794056,10.028976,0.8942676,-5.6842446,0.05627227
1899,1.6839534,0.37646857,3.0649168,2.6684544,6.405468,0.8791342,34.90625,-0.34544277
1900,1.4261522,0.61383677,2.6746204,3.2673943,4.621787,2.7540667,-177.85938,1.760251
1901,1.0346426,0.26091886,2.3863401,3.5694158,2.9718392,1.5662165,-70.04037,0.6931905
1902,0.715578,0.20954888,2.7469122,3.6350987,3.1470385,0.87209386,45.411457,-0.44941044
1903,1.8723613,1.3616818,4.0527024,2.2716,8.705615,5.7634225,-104.91016,1.038289
1904,1.2834553,0.62648624,2.5532854,2.19334,3.8299377,1.9601108,47.052734,-0.4656538
1905,1.7034407,0.31398395,2.865733,2.4908323,5.0969663,1.0723675,50.097656,-0.49578866
1906,2.0756185,0.33985665,2.9197779,2.9614875,6.580879,1.4848313,-29.61914,0.29315063
1907,1.6026759,0.5626905,2.8941534,2.0999424,6.6042466,2.0321472,29.68099,-0.29372954
1908,1.3183019,0.29126397,2.831238,2.9346998,4.378728,0.7678521,134.3125,-1.3292443
1909,1.5103122,0.34581932,2.6012998,3.0001175,4.691255,1.9824022,-107.19987,1.0609498
1910,1.4065275,0.5685694,2.8457892,2.6127698,4.2737117,1.9787321,-249.20964,2.466389
1911,1.8736705,0.5780279,2.769086,2.399153,5.998402,3.7513704,68.404945,-0.6769719
1912,1.5847222,1.526668,3.4999073,2.7297869,6.8941154,6.358187,-111.91406,1.1076051
1913,1.0772849,1.3534279,3.276034,2.5464718,5.514715,5.5148354,47.760418,-0.47265756
1914,1.5311371,2.3023758,3.2537374,1.6913224,4.1684213,12.185565,-195.03645,1.9302489
1915,2.1163256,2.3440244,3.669753,1.0790721,8.036316,9.2969055,-400.39648,3.962651
1916,2.876664,2.5529678,4.2143693,0.7976513,12.586003,9.517318,-376.07553,3.7219522
1917,1.2641197,2.0092473,3.3076384,1.8880068,5.761128,7.153637,-129.30664,1.2797357
1918,1.1413122,1.9072281,3.643709,1.9993705,4.1947613,6.6322746,-105.4707,1.0438367
1919,1.0993187,0.3188645,2.7456253,2.8858168,3.7963543,1.4637951,-229.4375,2.2707083
1920,1.3108746,2.0314739,3.697219,1.879723,3.3657026,6.5017858,103.26498,-1.0219737
1921,1.6726536,0.044941783,2.9243498,3.1019976,8.013886,0.23269434,232.92969,-2.3052366
1922,1.2503439,0.6489555,2.618676,2.8098419,4.4390798,2.5909066,-63.05078,0.6240161
1923,2.0493028,1.3882507,4.0242157,1.4218961,9.660693,3.355272,-173.23633,1.7144979
1924,1.3181112,1.8734007,2.9216936,2.2517922,3.2763379,7.1689944,-46.454426,0.4597657
1925,2.398008,0.81754404,3.30065,2.1988661,7.9673944,2.8447149,-142.26823,1.4080133
1926,1.9415282,0.5166035,2.950597,3.3272069,5.142639,3.4833603,-55.14258,0.5457503
1927,1.9471073,1.3166586,3.65036,1.7509097,6.0597916,3.713855,-163.74805,1.6205945
1928,1.5916429,1.2275021,3.4857838,1.6336269,6.510496,3.7218866,-66.875,0.66186357
1929,1.4434341,0.9025276,3.2719784,3.3900137,4.440491,4.8588777,170.64192,-1.6887884
1930,1.4014841,1.3670517,3.2324383,1.6309643,4.39737,5.117974,-203.1582,2.010628
1931,1.8245435,0.60102266,2.9100559,2.6059263,6.01967,3.0165327,-38.402996,0.38008252
1932,1.8335258,0.76512766,3.0341263,1.8362156,5.9020467,2.1098776,42.822918,-0.42379227
1933,0.2710335,0.29542243,2.2237005,2.955273,0.40568098,1.1271702,137.07878,-1.3566214
1934,2.219506,1.1201755,3.4389846,2.4638767,8.098448,4.621219,-28.8431,0.28547025
1935,2.115743,0.8198677,3.6777074,2.8798764,8.906615,3.250411,-179.84114,1.7798642
1936,1.6659336,0.68163776,3.2686474,2.9504488,6.7716546,2.3964894,-95.05859,0.94079036
1937,1.0477978,0.43697897,2.2568202,3.4943736,3.4013433,1.8867378,-132.76367,1.313949
1938,2.7147963,1.1098678,3.9330995,1.825493,11.964566,2.8948479,130.20183,-1.2885619
1939,0.8529182,0.58083886,2.8560483,2.9451234,2.2556074,2.6260164,-22.38086,0.22151498
1940,1.0933957,0.5432847,3.1675918,2.5776575,5.2727876,1.1354765,-17.220053,0.17043965
1941,0.5624943,0.38148847,2.873312,3.196412,2.7654192,1.3748379,45.5612,-0.4508926
1942,1.0371308,0.60494304,3.320139,2.6200488,3.8691323,1.7097222,89.26758,-0.8834447
1943,2.6582053,0.7788972,3.250764,2.4606314,10.84225,2.2702405,73.70182,-0.7293939
1944,2.5569983,-0.051421374,3.0898302,2.582458,10.562274,-0.7223492,-50.802734,0.5027999
1945,2.2523818,0.1569317,3.003649,2.460451,7.8703322,0.761745,79.50521,-0.7868287
1946,0.9691899,0.9584357,3.611079,2.4565003,4.42242,3.6247501,80.91016,-0.80073315
1947,-0.20512807,0.35408583,3.4409676,2.5194008,-3.9180996,0.66541827,68.25651,-0.6755028
1948,1.9344448,1.5203866,3.075466,1.475901,5.680226,4.8185267,178.67317,-1.768272
1949,2.5970323,0.45426407,3.416848,2.790452,10.952594,1.3943372,248.26888,-2.457045
1950,2.2116225,1.5392913,3.1554956,1.0749186,7.747669,3.6870725,-112.80078,1.1163808
1951,1.665266,2.0032227,3.6771019,1.6712261,5.7163014,6.8489532,-231.30078,2.2891488
1952,2.205355,0.068621635,2.8276682,2.842242,7.6978626,-0.06559241,-117.932945,1.1671727
1953,1.8795468,0.6111798,2.6673946,2.2443178,6.804259,1.7857372,278.49155,-2.756152
1954,2.4549773,1.2041214,3.8584785,1.6809815,12.871879,3.1538029,-131.8457,1.3048643
1955,1.4088107,-0.32178858,2.6187236,3.6030133,6.066461,-1.2796553,51.08073,-0.50551796
1956,1.4144312,0.091910936,2.7118413,3.190581,3.9205637,0.46090212,174.15364,-1.7235432
1957,1.9196805,0.6921379,3.0850604,2.2829874,6.5199547,1.7614385,98.822914,-0.9780116
1958,1.5395132,0.7170444,2.5015295,1.892034,4.4955535,1.2042109,-66.34961,0.6566639
1959,0.56194574,0.7777729,2.8411229,3.2459857,1.5519934,4.5617213,161.23894,-1.5957289
1960,0.98366976,1.039649,2.9010665,2.198806,2.5028782,3.712062,-192.95573,1.9096564
1961,2.3018954,1.012127,3.291666,2.792662,9.098567,3.176426,49.53776,-0.49024758
1962,2.2975934,0.2190993,2.8341262,3.8089712,8.2433,1.0251433,82.7819,-0.8192573
1963,0.7782565,1.2538003,2.8354518,1.2633504,2.12133,3.4107273,19.391275,-0.19189458
1964,1.3337508,0.454834,2.4536335,2.5546257,2.107272,0.6021957,215.69922,-2.1347103
1965,1.9175957,0.40208682,2.8047907,2.5765188,6.7726445,0.0067673125,-181.26628,1.7939686
1966,1.968491,0.8895812,3.1337745,2.3140366,8.683258,2.1744158,-183.07878,1.8119063
1967,3.450402,1.1383201,4.1493373,1.8439127,16.229172,3.611879,-19.285156,0.19087754
1968,0.86889917,0.536989,2.344053,2.1761231,3.910325,0.78360957,36.08203,-0.35707918
1969,0.7469883,0.15568113,2.9502223,3.3333347,2.5765152,1.2645879,-15.541667,0.15382893
1970,2.334534,0.35550734,3.3964765,3.3863974,10.198783,1.8786259,-72.65951,0.7191116
1971,1.4702915,0.20916276,2.825034,3.2797916,4.319625,2.1949112,179.55469,-1.7769961
1972,0.97479916,0.86097217,3.2625453,2.791848,3.955766,4.1749196,111.79818,-1.1064249
1973,2.3230472,-0.40742338,2.7815895,4.421152,9.817769,-0.71370703,227.18945,-2.2484267
1974,2.1806936,0.6485932,4.286777,2.2235568,12.806427,3.173111,-92.04427,0.9109583
1975,1.4004582,0.15989596,2.8404253,3.592392,6.519642,0.80092365,306.75064,-3.035826
1976,0.70916694,0.1677969,2.696866,2.900799,3.389573,0.54839545,131.78125,-1.3041929
1977,1.9514765,0.8035595,3.3977268,2.5859451,8.093132,3.210697,-75.15365,0.7437956
1978,1.7635827,0.6645777,3.973325,3.2559521,9.017533,2.2318351,-71.89518,0.7115472
1979,1.939205,1.3875576,3.3995826,1.9246701,7.402431,3.540139,-73.48177,0.72724915
1980,1.7649206,0.5642817,3.3222935,1.8654804,7.354856,0.19100972,11.663411,-0.115413465
1981,2.4106667,0.2722012,3.5802982,3.0047057,10.801682,1.1113741,-55.057293,0.54490644
1982,2.1028283,1.510016,3.509484,1.9749402,7.5922184,4.8989615,73.0625,-0.72306657
1983,2.7713912,0.65533924,3.6962185,2.410845,15.719097,1.8878466,81.50651,-0.80663496
1984,1.6406335,0.59664756,3.350992,2.9043872,7.5648518,3.3944836,-13.811198,0.13670294
1985,2.0607972,1.0805435,3.007601,1.6595564,8.643743,2.94285,114.33008,-1.1314827
1986,2.1431768,1.1075591,4.12382,2.202506,6.813994,4.1281056,81.42383,-0.80581695
1987,1.4153961,0.38801304,2.7612476,2.7863376,4.1345477,2.2426636,173.17578,-1.7138654
1988,2.827441,0.76589495,3.9640105,2.3114412,13.373462,2.9816058,12.253906,-0.12125746
1989,2.190086,0.9375284,3.2248297,2.9807434,9.274152,3.751092,233.4043,-2.3099334
1990,3.0625951,1.1060072,3.947137,2.6310031,14.1886835,6.692366,160.9668,-1.5930358
1991,1.8571907,0.6176771,2.9429388,2.5623782,5.784603,0.6418409,279.74023,-2.76851
1992,2.369233,0.8591327,3.4775598,1.9338981,9.935245,2.1938117,165.41472,-1.6370558
1993,1.5784122,0.58059776,3.0519917,2.838167,8.966244,2.3887491,153.69661,-1.5210844
1994,2.5007212,1.3611017,3.7068837,1.7086438,12.841973,4.197822,6.8984375,-0.06825564
1995,1.7905688,0.3411822,3.4839075,2.7245324,7.153979,0.84129864,119.93164,-1.18692
1996,0.05605052,0.4050641,2.9008992,3.1073275,-1.46663,1.5092925,97.40365,-0.9639655
1997,1.5259452,0.9903791,2.9471166,2.8577473,6.523674,4.817068,177.19792,-1.7536716
1998,3.1222293,1.1347318,3.7672327,1.387787,13.0439,2.537429,1.6074219,-0.01589171
1999,2.7174654,1.2080284,3.300954,1.5232292,11.782323,3.2541704,-46.70703,0.46226573
2000,2.8746068,1.6903626,4.1724076,2.0241015,12.412041,8.456756,-107.211586,1.0610657
2001,1.8391906,0.4659249,3.1671336,2.8765352,5.7944183,2.5818634,73.90951,-0.7314491
2002,1.4770956,1.3275038,3.080362,2.41129,6.258428,4.522056,73.79623,-0.7303281
2003,1.2564511,0.70756847,2.329732,2.1536467,3.1234314,1.9590517,259.45703,-2.567772
2004,2.7875195,0.7487757,3.4004052,2.9382563,9.552768,2.3901436,100.5026,-0.99463516
2005,2.1240847,0.24549223,2.7690067,3.290829,7.6884446,0.9220126,183.63086,-1.8173369
2006,2.1249928,1.1803489,3.0608003,2.7195728,9.083957,4.025507,98.34896,-0.97332114
2007,2.6093454,-0.0015580455,3.1177738,3.2816067,11.878955,-0.10375488,121.0931,-1.1984147
2008,2.5320632,1.2868419,3.77655,1.9013041,10.701518,4.1083984,-12.0859375,0.11962839
2009,1.9925184,1.0655979,3.1815903,2.110434,7.1614456,4.731186,-20.690104,0.20478205
2010,0.7864626,-0.09519156,2.1199687,2.4187062,2.0159645,-1.1042255,-41.921223,0.41490164
2011,2.3457,1.3071264,3.2787282,1.8837961,10.39463,3.9409628,193.87305,-1.9187018
2012,2.5487208,1.1966227,3.1380742,2.3965511,8.370233,2.9737442,18.738932,-0.18543851
2013,1.1398857,0.5871702,2.907954,3.3705008,2.6783154,3.4574769,145.02214,-1.435235
2014,1.3359585,1.5751702,3.5569859,2.5391488,5.4394555,10.5177145,-29.81185,0.29505777
2015,2.9342566,1.1409917,3.7861202,2.0051827,14.162625,4.963057,283.2793,-2.8035355
